ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,LOCATION_ID,TIME_ID,PRODUCT_ID,CUSTOMER_ID
10374,38,100.0,6,4197.1,L29,T60,P57,C29
10389,45,100.0,1,4597.65,L38,T24,P57,C38
10403,46,100.0,8,5287.7,L23,T25,P57,C23
10417,35,100.0,3,3550.05,L24,T26,P57,C24
10110,29,59.37,15,1721.73,L78,T179,P58,C78
10123,50,59.87,1,2993.5,L47,T180,P58,C47
10137,26,49.81,1,1295.06,L2,T181,P58,C2
10148,47,56.85,8,2671.95,L43,T154,P58,C43
10161,23,53.33,7,1226.59,L79,T155,P58,C79
10172,34,42.76,5,1453.84,L14,T156,P58,C14
10181,34,53.83,1,1830.22,L8,T104,P58,C8
10192,47,53.83,6,2530.01,L41,T105,P58,C41
10204,45,49.81,12,2241.45,L75,T106,P58,C75
10212,45,53.33,5,2399.85,L24,T139,P58,C24
10226,36,43.27,3,1557.72,L56,T182,P58,C56
10241,21,40.25,10,845.25,L84,T157,P58,C84
10266,28,48.3,1,1352.4,L71,T110,P58,C71
10278,35,45.28,1,1584.8,L85,T158,P58,C85
10288,50,52.32,13,2616.0,L66,T183,P58,C66
10301,22,51.32,3,1129.04,L86,T159,P58,C86
10311,45,49.3,8,2218.5,L24,T114,P58,C24
10321,48,42.26,5,2028.48,L22,T46,P58,C22
10332,20,87.96,5,1759.2,L78,T160,P58,C78
10343,27,36.21,6,977.67,L2,T21,P58,C2
10367,38,38.5,11,1463.0,L4,T184,P58,C4
10379,32,100.0,3,3970.56,L24,T185,P58,C24
10407,64,40.25,10,2576.0,L62,T186,P58,C62
10420,37,60.37,13,2233.69,L21,T203,P58,C21
10106,28,88.63,4,2481.64,L87,T187,P59,C87
10120,39,100.0,10,4651.53,L11,T55,P59,C11
10133,41,94.1,5,3858.1,L24,T210,P59,C24
10145,40,87.54,16,3501.6,L4,T4,P59,C4
10168,49,100.0,11,6433.7,L6,T6,P59,C6
10210,27,98.48,9,2658.96,L45,T56,P59,C45
10223,34,100.0,11,3608.76,L11,T11,P59,C11
10235,23,96.29,5,2214.67,L58,T211,P59,C58
10250,31,88.63,6,2747.53,L62,T190,P59,C62
10262,34,97.38,1,3310.92,L24,T191,P59,C24
10275,25,95.2,11,2380.0,L15,T15,P59,C15
10284,22,100.0,3,2310.88,L86,T192,P59,C86
10297,32,100.0,6,4061.76,L76,T212,P59,C76
10308,31,100.0,9,3493.7,L48,T18,P59,C48
10316,25,100.0,1,2872.25,L60,T80,P59,C60
10328,47,87.54,14,4114.38,L87,T235,P59,C87
10339,21,50.65,7,1063.65,L36,T59,P59,C36
10353,28,71.73,2,2008.44,L89,T213,P59,C89
10374,46,94.1,3,4328.6,L29,T60,P59,C29
10386,33,41.71,11,1376.43,L24,T197,P59,C24
10398,43,100.0,16,5552.16,L2,T198,P59,C2
10401,38,96.29,5,3659.02,L13,T214,P59,C13
10416,47,88.63,6,4165.61,L71,T199,P59,C71
10101,45,31.2,3,1404.0,L73,T207,P60,C73
10110,20,35.51,3,710.2,L78,T179,P60,C78
10124,45,37.84,2,1702.8,L85,T167,P60,C85
10149,36,33.19,7,1194.84,L83,T169,P60,C83
10162,37,27.22,5,1007.14,L5,T170,P60,C5
10173,31,31.53,9,977.43,L87,T156,P60,C87
10182,39,36.84,6,1436.76,L40,T104,P60,C40
10193,26,29.21,10,759.46,L88,T171,P60,C88
10205,32,37.17,5,1189.44,L24,T172,P60,C24
10214,20,34.19,3,683.8,L26,T201,P60,C26
10227,42,29.21,6,1226.82,L31,T173,P60,C31
10243,33,29.54,1,974.82,L65,T208,P60,C65
10280,20,28.88,12,577.6,L37,T42,P60,C37
10288,29,38.17,1,1106.93,L66,T183,P60,C66
10304,23,30.2,16,694.6,L39,T44,P60,C39
10312,39,29.54,13,1152.06,L40,T45,P60,C40
10322,20,100.0,3,2624.0,L41,T46,P60,C41
10332,45,81.91,6,3685.95,L78,T160,P60,C78
10344,20,35.18,6,703.6,L68,T202,P60,C68
10356,48,100.0,5,9720.0,L3,T161,P60,C3
10367,23,36.29,13,834.67,L4,T184,P60,C4
10380,32,70.56,4,2257.92,L24,T177,P60,C24
10391,33,100.0,8,8344.71,L43,T52,P60,C43
10409,61,29.54,1,1801.94,L66,T209,P60,C66
10420,45,26.88,1,1209.6,L21,T203,P60,C21
10107,38,83.03,7,3155.14,L1,T1,P61,C1
10120,34,83.79,5,2848.86,L11,T55,P61,C11
10134,43,83.03,7,3570.29,L3,T3,P61,C3
10145,47,83.03,11,3902.41,L4,T4,P61,C4
10158,22,67.03,1,1474.66,L18,T5,P61,C18
10168,29,75.41,6,2186.89,L6,T6,P61,C6
10180,28,68.55,14,1919.4,L7,T7,P61,C7
10188,40,91.4,6,3656.0,L8,T8,P61,C8
10201,25,73.88,7,1847.0,L9,T9,P61,C9
10210,30,61.7,4,1851.0,L45,T56,P61,C45
10223,38,69.31,6,2633.78,L11,T11,P61,C11
10236,36,87.6,3,3153.6,L46,T57,P61,C46
10250,32,87.6,1,2803.2,L62,T190,P61,C62
10263,37,62.46,7,2311.02,L14,T14,P61,C14
10275,30,79.98,6,2399.4,L15,T15,P61,C15
10285,39,70.08,11,2733.12,L16,T16,P61,C16
10297,32,65.51,1,2096.32,L76,T212,P61,C76
10308,47,63.22,4,2971.34,L48,T18,P61,C48
10318,26,86.83,6,2257.58,L19,T19,P61,C19
10329,37,94.43,4,3493.91,L1,T20,P61,C1
10340,55,79.98,8,4398.9,L54,T21,P61,C54
10363,21,100.0,8,3595.62,L74,T116,P61,C74
10375,23,100.0,9,2443.29,L15,T23,P61,C15
10389,49,81.4,2,3988.6,L38,T24,P61,C38
10402,59,87.6,3,5168.4,L10,T61,P61,C10
10416,32,87.6,1,2803.2,L71,T199,P61,C71
10105,43,100.0,9,6341.21,L49,T63,P62,C49
10117,41,100.0,3,5189.78,L27,T118,P62,C27
10129,45,100.0,9,6027.75,L50,T65,P62,C50
10142,33,100.0,6,3366.0,L40,T120,P62,C40
10153,40,100.0,5,5456.4,L24,T121,P62,C24
10167,33,100.0,16,3812.16,L38,T68,P62,C38
10177,50,100.0,7,6083.0,L77,T221,P62,C77
10185,30,100.0,7,3170.7,L51,T70,P62,C51
10197,41,100.0,13,4534.6,L54,T71,P62,C54
10208,35,100.0,7,4301.15,L31,T123,P62,C31
10221,49,100.0,1,6804.63,L57,T222,P62,C57
10232,46,100.0,4,5652.94,L60,T223,P62,C60
10248,48,100.0,10,6960.48,L1,T74,P62,C1
10261,36,100.0,8,4512.6,L44,T75,P62,C44
10273,22,100.0,11,2784.76,L57,T76,P62,C57
10283,42,100.0,13,5316.36,L58,T77,P62,C58
10293,21,100.0,2,2941.89,L37,T128,P62,C37
10306,29,100.0,7,3207.4,L78,T79,P62,C78
10315,35,100.0,6,4215.05,L15,T239,P62,C15
10326,41,100.0,4,4333.29,L25,T225,P62,C25
10337,29,71.97,4,2087.13,L28,T82,P62,C28
10350,34,50.33,7,1711.22,L24,T83,P62,C24
10372,37,100.0,8,3910.53,L36,T137,P62,C36
10384,28,80.54,3,2255.12,L5,T86,P62,C5
10396,49,100.0,6,5720.75,L40,T142,P62,C40
10414,23,100.0,10,3335.23,L59,T89,P62,C59
10101,46,53.76,2,2472.96,L73,T207,P63,C73
10110,39,44.35,2,1729.65,L78,T179,P63,C78
10124,22,45.25,1,995.5,L85,T167,P63,C85
10149,49,49.28,6,2414.72,L83,T169,P63,C83
10162,43,36.29,4,1560.47,L5,T170,P63,C5
10173,27,41.22,8,1112.94,L87,T156,P63,C87
10182,31,36.74,5,1138.94,L40,T104,P63,C40
10193,20,50.62,9,1012.4,L88,T171,P63,C88
10205,24,38.08,4,913.92,L24,T172,P63,C24
10214,49,47.94,2,2349.06,L26,T201,P63,C26
10227,24,48.38,5,1161.12,L31,T173,P63,C31
10244,39,45.25,9,1764.75,L24,T174,P63,C24
10255,37,45.7,2,1690.9,L84,T215,P63,C84
10280,45,47.49,11,2137.05,L37,T42,P63,C37
10289,45,48.38,4,2177.1,L8,T176,P63,C8
10304,44,39.42,15,1734.48,L39,T44,P63,C39
10312,23,37.63,12,865.49,L40,T45,P63,C40
10322,30,100.0,4,3500.1,L41,T46,P63,C41
10332,26,85.52,10,2223.52,L78,T160,P63,C78
10345,43,53.76,1,2311.68,L47,T202,P63,C47
10356,26,31.86,7,828.36,L3,T161,P63,C3
10367,28,30.59,12,856.52,L4,T184,P63,C4
10380,27,68.35,5,1845.45,L24,T177,P63,C24
10391,24,100.0,1,4042.08,L43,T52,P63,C43
10421,40,45.7,2,1828.0,L40,T203,P63,C40
10103,36,100.0,1,3680.28,L18,T27,P64,C18
10114,21,100.0,5,2925.09,L63,T90,P64,C63
10126,27,100.0,1,3415.77,L26,T29,P64,C26
10140,47,100.0,1,5105.14,L6,T30,P64,C6
10151,42,100.0,8,5098.8,L61,T146,P64,C61
10165,32,100.0,17,4661.76,L27,T122,P64,C27
10175,28,100.0,6,2969.96,L50,T33,P64,C50
10184,24,100.0,11,3496.32,L82,T70,P64,C82
10194,49,100.0,1,5760.93,L31,T35,P64,C31
10207,46,100.0,12,6819.04,L65,T92,P64,C65
10217,28,100.0,1,3148.88,L66,T93,P64,C66
10229,48,100.0,6,5704.32,L40,T94,P64,C40
10246,29,100.0,10,3520.6,L24,T126,P64,C24
10259,47,100.0,9,5285.62,L66,T40,P64,C66
10271,43,100.0,10,5605.05,L40,T127,P64,C40
10281,25,100.0,6,2779.5,L19,T95,P64,C19
10291,48,100.0,1,5398.08,L38,T43,P64,C38
10305,24,100.0,10,3189.6,L16,T96,P64,C16
10313,42,100.0,4,5581.8,L32,T97,P64,C32
10324,31,100.0,2,3820.44,L12,T81,P64,C12
10334,42,100.0,5,5528.04,L25,T98,P64,C25
10348,37,100.0,1,5981.42,L26,T80,P64,C26
10358,41,100.0,7,5684.65,L24,T49,P64,C24
10371,20,100.0,5,3449.4,L40,T130,P64,C40
10382,20,100.0,3,2654.4,L40,T51,P64,C40
10412,70,100.0,10,8498.0,L24,T148,P64,C24
10425,49,100.0,9,5510.54,L15,T54,P64,C15
10108,35,58.87,15,2060.45,L67,T99,P65,C67
10121,32,76.88,2,2460.16,L2,T2,P65,C2
10135,29,61.64,16,1787.56,L40,T101,P65,C40
10145,27,60.95,3,1645.65,L4,T4,P65,C4
10159,27,80.34,11,2169.18,L5,T5,P65,C5
10169,38,74.11,11,2816.18,L43,T103,P65,C43
10180,35,72.03,6,2521.05,L7,T7,P65,C7
10190,42,76.19,3,3199.98,L24,T242,P65,C24
10211,21,63.72,11,1338.12,L10,T10,P65,C10
10224,37,80.34,4,2972.58,L7,T134,P65,C7
10237,26,79.65,4,2070.9,L12,T12,P65,C12
10252,47,65.8,8,3092.6,L10,T226,P65,C10
10264,37,65.1,6,2408.7,L59,T232,P65,C59
10276,46,75.49,12,3472.54,L72,T111,P65,C72
10285,38,59.56,3,2263.28,L16,T16,P65,C16
10299,33,66.49,6,2194.17,L17,T17,P65,C17
10309,24,56.1,2,1346.4,L18,T18,P65,C18
10319,31,81.73,7,2533.63,L80,T115,P65,C80
10330,42,81.03,1,3403.26,L67,T229,P65,C67
10341,32,100.0,6,3307.2,L20,T21,P65,C20
10355,41,70.65,3,2896.65,L24,T230,P65,C24
10363,43,61.23,14,2632.89,L74,T116,P65,C74
10375,20,100.0,14,2046.0,L15,T23,P65,C15
10390,35,65.13,4,2279.55,L40,T163,P65,C40
10403,27,79.65,4,2150.55,L23,T25,P65,C23
10110,43,78.15,11,3360.45,L78,T179,P66,C78
10124,32,72.7,10,2326.4,L85,T167,P66,C85
10148,21,73.6,4,1545.6,L43,T154,P66,C43
10161,20,100.0,3,2144.6,L79,T155,P66,C79
10172,22,74.51,1,1639.22,L14,T156,P66,C14
10182,36,73.6,14,2649.6,L40,T104,P66,C40
10192,46,83.6,2,3845.6,L41,T105,P66,C41
10204,47,96.32,8,4527.04,L75,T106,P66,C75
10212,45,88.14,1,3966.3,L24,T139,P66,C24
10227,47,88.14,14,4142.58,L31,T173,P66,C31
10241,47,94.5,6,4441.5,L84,T157,P66,C84
10267,38,87.24,3,3315.12,L75,T240,P66,C75
10279,49,79.97,3,3918.53,L24,T241,P66,C24
10288,35,80.87,9,2830.45,L66,T183,P66,C66
10302,49,100.0,5,5298.86,L23,T67,P66,C23
10311,28,93.6,4,2620.8,L24,T114,P66,C24
10321,30,72.7,1,2181.0,L22,T46,P66,C22
10332,39,86.72,7,3382.08,L78,T160,P66,C78
10346,25,100.0,1,2876.75,L85,T48,P66,C85
10368,40,100.0,2,4107.2,L40,T243,P66,C40
10380,36,37.5,6,1350.0,L24,T177,P66,C24
10407,76,94.5,6,7182.0,L62,T186,P66,C62
10420,39,100.0,9,3933.93,L21,T203,P66,C21
10104,44,39.6,10,1742.4,L24,T135,P67,C24
10114,24,30.06,1,721.44,L63,T90,P67,C63
10127,39,38.19,12,1489.41,L75,T119,P67,C75
10141,21,42.43,6,891.03,L74,T145,P67,C74
10151,30,40.31,4,1209.3,L61,T146,P67,C61
10165,27,31.82,13,859.14,L27,T122,P67,C27
10175,37,31.12,2,1151.44,L50,T33,P67,C50
10184,42,31.82,7,1336.44,L82,T70,P67,C82
10195,32,28.29,7,905.28,L48,T35,P67,C48
10207,42,29.7,8,1247.4,L65,T92,P67,C65
10219,21,40.31,3,846.51,L83,T147,P67,C83
10229,33,32.88,2,1085.04,L40,T94,P67,C40
10246,49,36.07,6,1767.43,L24,T126,P67,C24
10259,31,33.24,5,1030.44,L66,T40,P67,C66
10271,38,41.72,6,1585.36,L40,T127,P67,C40
10281,20,40.66,2,813.2,L19,T95,P67,C19
10292,39,30.06,9,1172.34,L1,T43,P67,C1
10305,48,31.47,6,1510.56,L16,T96,P67,C16
10314,39,37.13,15,1448.07,L79,T97,P67,C79
10324,30,100.0,9,3338.1,L12,T81,P67,C12
10335,33,37.13,2,1225.29,L40,T244,P67,C40
10349,36,37.13,3,1336.68,L75,T141,P67,C75
10358,36,82.94,4,2985.84,L24,T49,P67,C24
10371,45,100.0,8,5545.8,L40,T130,P67,C40
10383,40,100.0,3,6089.6,L24,T206,P67,C24
10394,46,38.9,6,1789.4,L24,T224,P67,C24
10412,30,36.07,6,1082.1,L24,T148,P67,C24
10425,31,33.24,5,1030.44,L15,T54,P67,C15
10106,49,74.68,13,3659.32,L87,T187,P68,C87
10119,41,59.6,4,2443.6,L20,T64,P68,C20
10131,35,67.14,5,2349.9,L89,T188,P68,C89
10143,27,60.97,8,1646.19,L51,T66,P68,C51
10155,23,72.62,6,1670.26,L17,T67,P68,C17
10167,21,69.88,2,1467.48,L38,T68,P68,C38
10178,34,80.84,5,2748.56,L52,T69,P68,C52
10186,22,69.2,2,1522.4,L53,T70,P68,C53
10198,48,67.82,5,3255.36,L67,T189,P68,C67
10209,43,82.21,1,3535.03,L55,T72,P68,C55
10222,32,81.53,5,2608.96,L56,T73,P68,C56
10249,20,67.82,1,1356.4,L34,T234,P68,C34
10262,24,67.14,10,1611.36,L24,T191,P68,C24
10274,40,65.08,2,2603.2,L42,T76,P68,C42
10284,30,73.99,12,2219.7,L86,T192,P68,C86
10296,21,71.25,8,1496.25,L90,T193,P68,C90
10307,25,75.36,2,1884.0,L30,T79,P68,C30
10316,34,63.71,10,2166.14,L60,T80,P68,C60
10328,48,58.92,1,2828.16,L87,T235,P68,C87
10339,55,100.0,12,6214.45,L36,T59,P68,C36
10351,25,74.68,5,1867.0,L50,T196,P68,C50
10373,38,70.44,7,2676.72,L61,T85,P68,C61
10386,39,55.96,1,2182.44,L24,T197,P68,C24
10398,28,57.55,3,1611.4,L2,T198,P68,C2
10400,24,61.66,2,1479.84,L62,T88,P68,C62
10415,21,67.82,1,1424.22,L88,T236,P68,C88
10110,46,100.0,10,5942.28,L78,T179,P69,C78
10124,25,93.95,9,2348.75,L85,T167,P69,C85
10148,34,100.0,3,4392.12,L43,T154,P69,C43
10161,25,100.0,2,2759.75,L79,T155,P69,C79
10173,23,100.0,16,2728.03,L87,T156,P69,C87
10182,20,100.0,13,2395.8,L40,T104,P69,C40
10192,23,100.0,1,3052.33,L41,T105,P69,C41
10204,42,100.0,7,4242.0,L75,T106,P69,C75
10213,27,100.0,3,2790.45,L53,T238,P69,C53
10227,33,100.0,13,4340.49,L31,T173,P69,C31
10241,28,98.65,5,2762.2,L84,T157,P69,C84
10267,43,100.0,2,4645.72,L75,T240,P69,C75
10279,48,100.0,2,5580.96,L24,T241,P69,C24
10288,48,100.0,8,6539.04,L66,T183,P69,C66
10302,45,100.0,4,5548.95,L23,T67,P69,C23
10311,43,100.0,3,4595.41,L24,T114,P69,C24
10332,44,42.26,11,1859.44,L78,T160,P69,C78
10346,24,87.24,5,2093.76,L85,T48,P69,C85
10368,31,100.0,5,4223.13,L40,T243,P69,C40
10380,44,36.29,7,1596.76,L24,T177,P69,C24
10407,59,98.65,5,5820.35,L62,T186,P69,C62
10420,55,96.3,8,5296.5,L21,T203,P69,C21
10109,29,32.1,6,930.9,L46,T152,P70,C46
10122,39,30.96,4,1207.44,L68,T100,P70,C68
10135,20,35.87,1,717.4,L40,T101,P70,C40
10147,25,42.67,1,1066.75,L42,T102,P70,C42
10160,42,37.0,2,1554.0,L55,T138,P70,C55
10171,36,35.49,4,1277.64,L44,T156,P70,C44
10181,37,42.67,8,1578.79,L8,T104,P70,C8
10192,30,30.59,13,917.7,L41,T105,P70,C41
10203,21,37.0,2,777.0,L24,T106,P70,C24
10212,34,43.42,12,1476.28,L24,T139,P70,C24
10225,42,36.63,3,1538.46,L70,T107,P70,C70
10239,20,44.56,2,891.2,L61,T149,P70,C61
10253,40,42.67,7,1706.8,L23,T109,P70,C23
10266,34,40.4,8,1373.6,L71,T110,P70,C71
10278,31,38.89,8,1205.59,L85,T158,P70,C85
10287,36,39.65,6,1427.4,L70,T112,P70,C70
10301,48,34.36,10,1649.28,L86,T159,P70,C86
10310,33,41.91,4,1383.03,L69,T114,P70,C69
10321,37,33.23,12,1229.51,L22,T46,P70,C22
10331,27,42.24,13,1140.48,L46,T160,P70,C46
10342,39,40.4,9,1575.6,L11,T21,P70,C11
10355,36,38.52,4,1386.72,L24,T230,P70,C24
10367,36,100.0,2,5018.4,L4,T184,P70,C4
10378,41,100.0,7,5856.85,L24,T185,P70,C24
10390,37,100.0,5,4894.73,L40,T163,P70,C40
10405,47,44.56,2,2094.32,L84,T151,P70,C84
10419,15,42.67,7,640.05,L20,T117,P70,C20
10105,44,72.58,4,3193.52,L49,T63,P71,C49
10119,35,87.62,13,3066.7,L20,T64,P71,C20
10129,41,94.71,4,3883.11,L50,T65,P71,C50
10142,49,98.25,1,4814.25,L40,T120,P71,C40
10154,31,91.17,2,2826.27,L81,T245,P71,C81
10167,20,79.66,11,1593.2,L38,T68,P71,C38
10177,45,72.58,2,3266.1,L77,T221,P71,C77
10185,33,74.35,2,2453.55,L51,T70,P71,C51
10197,47,83.2,8,3910.4,L54,T71,P71,C54
10208,20,89.4,2,1788.0,L31,T123,P71,C31
10222,47,70.81,14,3328.07,L56,T73,P71,C56
10233,40,94.71,2,3788.4,L13,T246,P71,C13
10248,30,100.0,5,3053.7,L1,T74,P71,C1
10261,22,91.17,3,2005.74,L44,T75,P71,C44
10273,27,100.0,6,2796.12,L57,T76,P71,C57
10283,34,92.94,8,3159.96,L58,T77,P71,C58
10295,46,84.97,3,3908.62,L59,T78,P71,C59
10306,31,84.08,2,2606.48,L78,T79,P71,C78
10315,24,86.74,1,2081.76,L15,T239,P71,C15
10326,41,85.85,3,3519.85,L25,T225,P71,C25
10339,55,100.0,13,10758.0,L36,T59,P71,C36
10350,30,100.0,9,3021.0,L24,T83,P71,C24
10373,33,57.32,12,1891.56,L61,T85,P71,C61
10384,43,97.87,2,4208.41,L5,T86,P71,C5
10396,27,83.2,7,2246.4,L40,T142,P71,C40
10414,60,100.0,5,6107.4,L59,T89,P71,C59
10110,27,73.62,12,1987.74,L78,T179,P72,C78
10124,49,83.04,11,4068.96,L85,T167,P72,C85
10148,31,73.62,5,2282.22,L43,T154,P72,C43
10161,20,77.05,4,1541.0,L79,T155,P72,C79
10172,24,81.33,2,1951.92,L14,T156,P72,C14
10182,33,94.17,15,3107.61,L40,T104,P72,C40
10192,32,72.77,3,2328.64,L41,T105,P72,C41
10204,40,79.62,9,3184.8,L75,T106,P72,C75
10212,27,79.62,2,2149.74,L24,T139,P72,C24
10227,40,79.62,15,3184.8,L31,T173,P72,C31
10241,26,81.33,7,2114.58,L84,T157,P72,C84
10267,44,96.74,4,4256.56,L75,T240,P72,C75
10279,33,71.06,4,2344.98,L24,T241,P72,C24
10288,34,68.49,10,2328.66,L66,T183,P72,C66
10302,48,74.48,6,3575.04,L23,T67,P72,C23
10311,25,83.04,5,2076.0,L24,T114,P72,C24
10321,39,84.75,2,3305.25,L22,T46,P72,C22
10332,45,34.19,12,1538.55,L78,T160,P72,C78
10346,24,100.0,2,3325.92,L85,T48,P72,C85
10368,46,79.62,1,3662.52,L40,T243,P72,C40
10380,44,79.06,9,3478.64,L24,T177,P72,C24
10407,13,81.33,7,1057.29,L62,T186,P72,C62
10420,35,96.74,10,3385.9,L21,T203,P72,C21
10108,30,63.07,5,1892.1,L67,T99,P73,C67
10122,34,50.21,9,1707.14,L68,T100,P73,C68
10135,27,66.13,6,1785.51,L40,T101,P73,C40
10147,30,68.58,6,2057.4,L42,T102,P73,C42
10159,50,69.8,1,3490.0,L5,T5,P73,C5
10169,34,50.21,1,1707.14,L43,T103,P73,C43
10181,23,65.52,13,1506.96,L8,T104,P73,C8
10191,48,60.01,2,2880.48,L69,T105,P73,C69
10203,34,64.9,7,2206.6,L24,T106,P73,C24
10211,48,48.98,1,2351.04,L10,T10,P73,C10
10225,24,50.21,8,1205.04,L70,T107,P73,C70
10238,47,62.45,2,2935.15,L49,T108,P73,C49
10253,24,52.66,12,1263.84,L23,T109,P73,C23
10266,47,62.45,13,2935.15,L71,T110,P73,C71
10276,20,61.23,2,1224.6,L72,T111,P73,C72
10287,20,67.97,11,1359.4,L70,T112,P73,C70
10300,31,58.78,4,1822.18,L73,T113,P73,C73
10310,38,56.94,9,2163.72,L69,T114,P73,C69
10320,26,61.23,2,1591.98,L25,T115,P73,C25
10331,25,100.0,9,3078.5,L46,T160,P73,C46
10342,48,62.45,10,2997.6,L11,T21,P73,C11
10355,44,62.45,6,2747.8,L24,T230,P73,C24
10363,21,100.0,15,2447.76,L74,T116,P73,C74
10378,46,41.54,6,1910.84,L24,T185,P73,C24
10390,46,52.84,6,2430.64,L40,T163,P73,C40
10419,55,52.66,12,2896.3,L20,T117,P73,C20
10106,31,52.6,14,1630.6,L87,T187,P74,C87
10119,20,72.98,5,1459.6,L20,T64,P74,C20
10131,29,59.18,6,1716.22,L89,T188,P74,C89
10143,33,77.59,9,2560.47,L51,T66,P74,C51
10155,34,55.89,7,1900.26,L17,T67,P74,C17
10167,32,63.12,3,2019.84,L38,T68,P74,C38
10178,27,73.64,6,1988.28,L52,T69,P74,C52
10186,21,69.04,3,1449.84,L53,T70,P74,C53
10198,27,71.67,6,1935.09,L67,T189,P74,C67
10209,36,77.59,2,2793.24,L55,T72,P74,C55
10222,43,70.35,6,3025.05,L56,T73,P74,C56
10249,25,69.7,2,1742.5,L34,T234,P74,C34
10262,46,70.35,11,3236.1,L24,T191,P74,C24
10274,24,72.33,3,1735.92,L42,T76,P74,C42
10284,39,71.67,13,2795.13,L86,T192,P74,C86
10296,31,53.92,9,1671.52,L90,T193,P74,C90
10307,22,71.67,3,1576.74,L30,T79,P74,C30
10316,47,76.93,11,3615.71,L60,T80,P74,C60
10328,20,72.98,2,1459.6,L87,T235,P74,C87
10339,29,99.69,14,2891.01,L36,T59,P74,C36
10351,38,68.38,4,2598.44,L50,T196,P74,C50
10361,34,100.0,6,3871.92,L21,T22,P74,C21
10373,46,66.0,11,3036.0,L61,T85,P74,C61
10386,35,63.76,9,2231.6,L24,T197,P74,C24
10398,34,71.67,13,2436.78,L2,T198,P74,C2
10400,38,57.2,3,2173.6,L62,T88,P74,C62
10415,18,69.7,2,1254.6,L88,T236,P74,C88
10110,37,100.0,14,3724.42,L78,T179,P75,C78
10124,43,100.0,13,5203.0,L85,T167,P75,C85
10148,27,100.0,7,3469.5,L43,T154,P75,C43
10161,30,100.0,6,3148.2,L79,T155,P75,C79
10172,22,98.51,4,2167.22,L14,T156,P75,C14
10182,49,100.0,17,6244.07,L40,T104,P75,C40
10192,46,100.0,5,5566.0,L41,T105,P75,C41
10204,48,91.02,11,4368.96,L75,T106,P75,C75
10212,46,87.81,4,4039.26,L24,T139,P75,C24
10226,48,92.09,2,4420.32,L56,T182,P75,C56
10241,27,86.73,9,2341.71,L84,T157,P75,C84
10267,43,100.0,6,5110.98,L75,T240,P75,C75
10279,48,100.0,6,6168.0,L24,T241,P75,C24
10288,41,100.0,12,4873.26,L66,T183,P75,C66
10301,22,96.37,2,2120.14,L86,T159,P75,C86
10311,46,92.09,7,4236.14,L24,T114,P75,C24
10321,21,89.95,4,1888.95,L22,T46,P75,C22
10332,31,37.18,13,1152.58,L78,T160,P75,C78
10346,26,95.88,6,2492.88,L85,T48,P75,C85
10368,20,99.58,4,1991.6,L40,T243,P75,C40
10380,34,100.0,11,3953.18,L24,T177,P75,C24
10407,43,86.73,9,3729.39,L62,T186,P75,C62
10420,26,100.0,12,2617.16,L21,T203,P75,C21
10105,50,79.67,1,3983.5,L49,T63,P76,C49
10119,35,90.57,10,3169.95,L20,T64,P76,C20
10129,50,77.99,1,3899.5,L50,T65,P76,C50
10143,23,80.51,14,1851.73,L51,T66,P76,C51
10155,37,67.93,12,2513.41,L17,T67,P76,C17
10167,29,83.86,8,2431.94,L38,T68,P76,C38
10178,21,72.12,11,1514.52,L52,T69,P76,C52
10186,36,85.54,8,3079.44,L53,T70,P76,C53
10197,22,86.38,5,1900.36,L54,T71,P76,C54
10209,22,89.73,7,1974.06,L55,T72,P76,C55
10222,46,80.51,11,3703.46,L56,T73,P76,C56
10248,23,76.31,2,1755.13,L1,T74,P76,C1
10262,49,87.21,16,4273.29,L24,T191,P76,C24
10273,48,83.02,3,3984.96,L57,T76,P76,C57
10283,33,72.96,5,2407.68,L58,T77,P76,C58
10296,22,77.15,14,1697.3,L90,T193,P76,C90
10307,22,91.41,8,2011.02,L30,T79,P76,C30
10316,25,92.25,16,2306.25,L60,T80,P76,C60
10326,20,92.25,2,1845.0,L25,T225,P76,C25
10339,42,59.36,16,2493.12,L36,T59,P76,C36
10350,25,60.34,10,1508.5,L24,T83,P76,C24
10373,23,100.0,10,2394.3,L61,T85,P76,C61
10385,37,85.54,2,3164.98,L40,T247,P76,C40
10396,37,90.57,8,3351.09,L40,T142,P76,C40
10400,42,72.96,8,3064.32,L62,T88,P76,C62
10414,51,76.31,2,3891.81,L59,T89,P76,C59
10108,40,100.0,1,5448.8,L67,T99,P77,C67
10122,43,100.0,5,5494.97,L68,T100,P77,C68
10135,47,100.0,2,6336.07,L40,T101,P77,C40
10147,23,100.0,2,2906.97,L42,T102,P77,C42
10160,35,100.0,3,4767.7,L55,T138,P77,C55
10170,34,100.0,1,3819.56,L64,T103,P77,C64
10181,25,100.0,9,3861.75,L8,T104,P77,C8
10192,45,100.0,14,6319.35,L41,T105,P77,C41
10203,47,100.0,3,6996.42,L24,T106,P77,C24
10212,49,100.0,13,6949.67,L24,T139,P77,C24
10225,40,100.0,4,4550.0,L70,T107,P77,C70
10239,29,100.0,3,4479.63,L61,T149,P77,C61
10253,39,100.0,8,5148.0,L23,T109,P77,C23
10266,24,100.0,9,2932.08,L71,T110,P77,C71
10278,25,100.0,9,3159.75,L85,T158,P77,C85
10287,36,100.0,7,4297.32,L70,T112,P77,C70
